data_as_of,start_date,end_date,group,year,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_deaths,footnote,disease_category,prevalence_rate
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,Under 1 year,,140,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,15.24
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,0-17 years,,255,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,34.57
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,1-4 years,0,33,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,41.21
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,5-14 years,,44,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,13.22
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,15-24 years,,204,10,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,8.8
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,18-29 years,20,307,23,11,0,32,,Chronic Kidney Disease,3.82
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,25-34 years,29,329,33,21,0,41,,Heart Disease,6.72
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,30-39 years,48,416,35,27,0,56,,Diabetes,12.2
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,35-44 years,71,520,53,44,0,80,,Obesity,36.56
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,40-49 years,99,694,87,62,0,124,,Chronic Kidney Disease,0.5
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,45-54 years,142,982,118,83,0,177,,Cancer,0.5
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,50-64 years,380,"2,956",360,229,,513,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,33.55
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,55-64 years,297,"2,376",291,178,,412,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,17.2
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,65-74 years,437,"3,837",459,232,,666,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,41.1
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,75-84 years,459,"4,551",480,218,0,721,,Obesity,32.04
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,All Sexes,85 years and over,494,"6,085",525,201,,819,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,8.56
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,All Ages,"1,148","10,039","1,132",598,,"1,687",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,23.65
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,Under 1 year,0,75,0,0,0,0,,Diabetes,11.59
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,0-17 years,0,147,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,25.74
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,1-4 years,0,19,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,20.36
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,5-14 years,0,28,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,32.8
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,15-24 years,,137,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,10.54
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,18-29 years,14,210,15,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,33.29
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,25-34 years,19,228,23,16,0,26,,Arthritis,26.43
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,30-39 years,30,270,25,20,0,35,,Hypertension,33.22
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,35-44 years,45,321,32,28,0,49,,COPD,8.65
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,40-49 years,58,428,51,39,0,70,,Cancer,6.76
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,45-54 years,87,609,76,57,0,106,,Heart Disease,7.77
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,50-64 years,249,"1,825",226,152,,324,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,11.88
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,55-64 years,194,"1,463",180,116,,259,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,27.86
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,65-74 years,273,"2,246",272,135,,411,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,18.49
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,75-84 years,291,"2,478",285,142,0,434,,Obesity,28.92
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Male,85 years and over,233,"2,435",255,102,,387,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,27.39
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,All Ages,791,"9,062",845,383,,"1,255",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,33.7
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,Under 1 year,,65,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,21.52
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,0-17 years,,108,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,51.45
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,1-4 years,0,14,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,5.79
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,5-14 years,,16,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,37.27
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,15-24 years,,67,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,11.26
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,18-29 years,,97,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,12.47
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,25-34 years,10,101,10,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,7.23
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,30-39 years,18,146,10,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,6.85
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,35-44 years,26,199,21,16,0,31,,Heart Disease,6.49
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,40-49 years,41,266,36,23,0,54,,Diabetes,7.15
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,45-54 years,55,373,42,26,0,71,,Heart Disease,5.7
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,50-64 years,131,"1,131",134,77,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,34.39
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,55-64 years,103,913,111,62,,153,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,25.56
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,65-74 years,164,"1,591",187,97,,255,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,8.09
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,75-84 years,168,"2,073",195,76,0,287,,Asthma,7.23
09/27/2023,01/01/2021,12/31/2021,By Year,2021,Nebraska,Female,85 years and over,261,"3,650",270,99,0,432,,COPD,4.59
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,All Ages,"1,296","18,795","1,406",512,78,"2,258",,Arthritis,34.44
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,Under 1 year,,157,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,8.11
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,0-17 years,,257,,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,5.89
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,1-4 years,0,21,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,50.04
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,5-14 years,,44,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,38.3
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,15-24 years,,207,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,26.23
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,18-29 years,,314,10,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,11.42
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,25-34 years,11,314,17,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,21.27
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,30-39 years,18,396,21,10,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,27.3
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,35-44 years,21,514,24,13,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,4.22
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,40-49 years,29,633,37,19,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,49.48
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,45-54 years,51,850,72,28,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Asthma,1.53
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,50-64 years,179,"2,612",194,86,,296,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,31.93
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,55-64 years,145,"2,105",146,69,,229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Depression,28.58
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,65-74 years,296,"3,666",319,145,14,483,,Hypertension,14.13
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,75-84 years,332,"4,653",375,132,18,592,,Diabetes,16.78
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,All Sexes,85 years and over,429,"6,264",444,117,25,775,,Depression,16.15
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,All Ages,697,"9,678",773,303,34,"1,196",,Hypertension,25.4
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,Under 1 year,,77,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,8.69
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,0-17 years,,144,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Chronic Kidney Disease,4.39
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,1-4 years,0,13,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Hypertension,26.61
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,5-14 years,,28,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Arthritis,20.33
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,15-24 years,,142,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,COPD,4.88
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,18-29 years,,216,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Cancer,6.84
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,25-34 years,,216,10,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,36.86
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,30-39 years,12,262,15,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,35.92
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,35-44 years,17,342,17,11,0,23,,Diabetes,14.09
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,40-49 years,18,420,25,14,0,29,,Asthma,7.26
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,45-54 years,32,529,49,20,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Diabetes,12.83
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,50-64 years,115,"1,583",112,57,,173,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Obesity,41.32
09/27/2023,01/01/2022,12/31/2022,By Year,2022,Nebraska,Male,55-64 years,93,"1,278",80,45,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,Heart Disease,5.1
